,index,src_event_index,src_id,src_text,src_semantic_rep,src_file_name,src_class,src_type,src_content_desc,src_hint,src_parent_text,src_sibling_text,src_fillable_neighbor,src_neighbors,src_label,src_activity,src_atm_neighbor,src_app,target_event_index,target_id,target_text,target_semantic_rep,target_file_name,target_class,target_type,target_content_desc,target_hint,target_parent_text,target_sibling_text,target_fillable_neighbor,target_neighbors,target_label,target_activity,target_atm_neighbor,target_app,predict_score_temdroid
2128,2296,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list deadline,deadline,Deadline,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.0732026
2129,2297,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list reminder,reminder,Reminder,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.034381077
2130,2298,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv task progress,progress,Progress:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.03288503
2131,2299,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,new task progress,,0%,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.028164692
2132,2300,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority str,priority,Priority:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.025019446
2133,2301,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority,medium,Medium,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.036037832
2134,2302,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task listchoose str,list,List:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.06080549
2135,2303,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task listchoose,click select,Click to select!,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.03337797
2136,2304,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,bt new task cancel,cancel,bt_new_task_cancel,,android.widget.Button,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.056831803
2137,2305,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,2,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.003036149
2138,2306,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.030795572
2139,2307,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task deadline,deadline,No Deadline,,android.widget.TextView,clickable,,,,sample todo,,,wrong,view main activity,,a22b2-a23b2,-0.016995987
2140,2308,1,edit text,title,Title,,android.widget.EditText,fillable,,,,,,,correct,ui home main activity,,a22b2,5,,select option,Select option,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,
2141,2309,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,3,bt new task ok,okay,Okay,,android.widget.Button,clickable,,,,,,,correct,view main activity,,a22b2-a23b2,0.18647024
2142,2310,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,btn skip,skip,Skip,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.12048867
2143,2311,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome,Welcome!,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.012708645
2144,2312,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome privacy friendly list app use permission,Welcome to your privacy friendly To-Do list. This app does not use any permissions.,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.28368807
2145,2313,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,,,â_¢,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.14882253
2146,2314,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,0,btn next,next,Next,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.0887934
2147,2315,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.01805595
2148,2316,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,list,To-Do List,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.06098257
2149,2317,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,ac search,,Search ac_search,,android.widget.TextView,clickable,search,,,,,,wrong,view main activity,,a22b2-a23b2,0.577439
2150,2318,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,ac add,,List ac_add,,android.widget.TextView,clickable,list,,,,,,wrong,view main activity,,a22b2-a23b2,0.086306736
2151,2319,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,,Open menu,,android.widget.ImageButton,clickable,open menu,,,,,,wrong,view main activity,,a22b2-a23b2,0.3448704
2152,2320,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,initial alert,click new list,CLICK + FOR NEW LIST,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.16417742
2153,2321,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,second alert,add new task,ADD NEW TASK >,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.084098786
2154,2322,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,1,tv empty view task,task available,No tasks available,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.1384858
2155,2323,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,New To-Do task New To-Do task,wrong,view main activity,,a22b2-a23b2,0.079526715
2156,2324,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,title,,title,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.08766968
2157,2325,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,dialog title,new task,New To-Do task,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.025956051
2158,2326,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,et new task description,description,Description,,android.widget.EditText,fillable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.005755636
2159,2327,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list deadline,deadline,Deadline,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.017752245
2160,2328,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list reminder,reminder,Reminder,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.09056676
2161,2329,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv task progress,progress,Progress:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.115506396
2162,2330,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,new task progress,,0%,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.024167148
2163,2331,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority str,priority,Priority:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.010823116
2164,2332,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority,medium,Medium,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.1436691
2165,2333,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task listchoose str,list,List:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.36008573
2166,2334,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task listchoose,click select,Click to select!,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.15840374
2167,2335,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,2,bt new task cancel,cancel,bt_new_task_cancel,,android.widget.Button,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.14479895
2168,2336,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,3,et new task name,sample todo,Name New To-Do task,,android.widget.EditText,fillable,,,,,Name,New To-Do task New To-Do task,wrong,view main activity,,a22b2-a23b2,0.10084186
2169,2337,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.01138888
2170,2338,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task deadline,deadline,No Deadline,,android.widget.TextView,clickable,,,,sample todo,,,wrong,view main activity,,a22b2-a23b2,0.11616929
2171,2339,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,5,title,delete task,Delete To-Do Task,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.16364492
2172,2340,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,5,,select option,Select option,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.12301069
2173,2341,2,fab add,,fab_add,,android.widget.ImageButton,clickable,,,,,,,correct,ui home main activity,,a22b2,5,title,edit task,Edit To-Do Task,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,
2174,2342,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,4,tv exlv task name,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,view main activity,,a22b2-a23b2,0.7598055
2175,2343,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,0,btn skip,skip,Skip,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.13551112
2176,2344,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome,Welcome!,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.08605522
2177,2345,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,0,view pager,welcome privacy friendly list app use permission,Welcome to your privacy friendly To-Do list. This app does not use any permissions.,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,-0.025164532
2178,2346,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,0,,,â_¢,,android.widget.TextView,label,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.06572971
2179,2347,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,0,btn next,next,Next,,android.widget.Button,clickable,,,,,,,wrong,tutorial activity,,a22b2-a23b2,0.15691637
2180,2348,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,fab new task,,plus_white fab_new_task,plus white,android.widget.ImageButton,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.12348703
2181,2349,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,list,To-Do List,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.18143137
2182,2350,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,ac search,,Search ac_search,,android.widget.TextView,clickable,search,,,,,,wrong,view main activity,,a22b2-a23b2,0.098972455
2183,2351,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,ac add,,List ac_add,,android.widget.TextView,clickable,list,,,,,,wrong,view main activity,,a22b2-a23b2,0.2226142
2184,2352,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,clayout,,Open menu,,android.widget.ImageButton,clickable,open menu,,,,,,wrong,view main activity,,a22b2-a23b2,0.09576158
2185,2353,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,initial alert,click new list,CLICK + FOR NEW LIST,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.09990993
2186,2354,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,second alert,add new task,ADD NEW TASK >,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.26037383
2187,2355,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,1,tv empty view task,task available,No tasks available,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,-0.001756193
2188,2356,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,et new task name,name,Name New To-Do task,,android.widget.EditText,fillable,,,,,,New To-Do task New To-Do task,wrong,view main activity,,a22b2-a23b2,0.06870724
2189,2357,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,title,,title,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.06942065
2190,2358,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,dialog title,new task,New To-Do task,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.001527275
2191,2359,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,et new task description,description,Description,,android.widget.EditText,fillable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.2594763
2192,2360,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list deadline,deadline,Deadline,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.10032062
2193,2361,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv todo list reminder,reminder,Reminder,,android.widget.TextView,clickable,,,,,,,wrong,view main activity,,a22b2-a23b2,0.14802036
2194,2362,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv task progress,progress,Progress:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.06513615
2195,2363,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,new task progress,,0%,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.15344423
2196,2364,3,txt thing,sample todo,Sample Todo,,android.widget.TextView,clickable,,,,,,,correct,ui home main activity,,a22b2,2,tv new task priority str,priority,Priority:,,android.widget.TextView,label,,,,,,,wrong,view main activity,,a22b2-a23b2,0.1467874
